typology,stat,time,with_trees_avg,without_trees_avg,with_trees_std,without_trees_std
historisch,mean,overall,35.78413961111111,39.34307283333334,0.8403332926341854,1.3074505413569613
tuindorp,mean,overall,38.80370377777778,44.485199277777774,2.049120030417284,0.5720603162548361
vinex,mean,overall,39.7157065,45.31725083333333,0.9661535872822496,0.6227236888340939
volkswijk,mean,overall,37.15750194444444,41.84519688888889,1.048315988932304,1.1807652253120458
bloemkool,mean,overall,38.355195555555554,45.622042444444446,0.991595978864345,0.6137224245516673
stedelijk,mean,overall,35.146339,41.089525333333334,0.28642909257860455,0.9496777998326215
historisch,median,overall,34.38004505555556,38.970757,1.0940402096509898,1.8169690658044395
tuindorp,median,overall,38.69625855555555,45.935443166666666,2.8191519355471324,1.4665877818942565
vinex,median,overall,39.970751,46.47369994444444,1.3400272279753718,1.371034052541189
volkswijk,median,overall,36.707211888888885,42.66823827777778,1.3818333875860775,2.167011170988468
bloemkool,median,overall,38.13681483333334,46.88125016666667,1.6416565831220427,0.5503327160818157
stedelijk,median,overall,33.488486583333334,41.18209983333333,0.3114469746936515,1.14930724708262
historisch,min,overall,25.497018611111113,25.59729138888889,0.14720989549260044,0.1252782172733657
tuindorp,min,overall,25.56824016666667,25.585738333333335,0.12464293182763149,0.11581439294327155
vinex,min,overall,25.559447499999994,25.600346277777774,0.11020811974227092,0.11111868102372041
volkswijk,min,overall,25.447545888888886,25.544470444444446,0.12841990483980925,0.14236827359570822
bloemkool,min,overall,25.53365361111111,25.611384666666666,0.13299757980098914,0.12263974809434545
stedelijk,min,overall,25.391653750000003,25.51725808333333,0.042403071238395394,0.029261424030612413
historisch,max,overall,56.33893616666666,56.65510827777777,0.5202367618750973,0.669621517301767
tuindorp,max,overall,55.55267044444445,56.34063394444445,0.8099853588192554,0.4050680366706154
vinex,max,overall,56.21926038888889,56.818421888888885,0.7467928325778889,0.5837271697511892
volkswijk,max,overall,55.305762388888894,56.40489161111111,1.292423722791266,0.8002468181220653
bloemkool,max,overall,56.36419444444444,56.90546366666667,0.6108753328780306,0.4881716195255866
stedelijk,max,overall,56.07750166666667,56.7930165,0.44957828435565234,0.4857042277689567
